	annotation network number	LQ-01-61-01_pos.mzXML	retention time (min)	row m/z	adduct (ion identity)	row ID	neutral mass (ion identity)	Compound name (gnps)	adduct (gnps)	MF (sirius)	adduct (sirius)	Compound name (sirius)	NPC#pathway	NPC#superclass	NPC#class	annotation	status
16164	15203x		6.54	629.3866	['not available']	[15203]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14738	13777x		6.54	521.4107	['not available']	[13777]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15080	14119x		6.54	539.4207	['not available']	[14119]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16456	15495x		6.55	689.5336	['not available']	[15495]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14635	13674x		6.55	515.3734	['not available']	[13674]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16735	15774x		6.55	791.4339	['not available']	[15774]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13817	12856x		6.55	488.3753	['not available']	[12856]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16276	15315x		6.55	649.5407	['not available']	[15315]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14077	13116x		6.55	496.3792	['not available']	[13116]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16142	15181x		6.56	625.4468	['not available']	[15181]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16608	15647x		6.56	735.4469	['not available']	[15647]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13799	12838x		6.56	487.4147	['not available']	[12838]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15284	14323x		6.56	551.3764	['not available']	[14323]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16705	15744x		6.56	775.4399	['not available']	[15744]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16694	15733x		6.56	770.4844	['not available']	[15733]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16727	15766x		6.56	786.4792	['not available']	[15766]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
14140	3497.0		6.57	513.3315	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M+K]+']	[10888, 11704, 12975, 13179, 13601]	474.371	['(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R)-4-hydroxy-6-methylhept-5-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one', 'Oleanolic acid - 40.0 eV', 'not available', 'not available', 'not available']	['M-H2O+H', 'M+H', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
14562	3497.0		6.57	513.3315	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M+K]+']	[10888, 11704, 12975, 13179, 13601]	474.371	['(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R)-4-hydroxy-6-methylhept-5-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one', 'Oleanolic acid - 40.0 eV', 'not available', 'not available', 'not available']	['M-H2O+H', 'M+H', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
13936	3497.0		6.57	513.3315	['[M-2H2O+H]+', '[M-H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M+K]+']	[10888, 11704, 12975, 13179, 13601]	474.371	['(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R)-4-hydroxy-6-methylhept-5-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one', 'Oleanolic acid - 40.0 eV', 'not available', 'not available', 'not available']	['M-H2O+H', 'M+H', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	['not available', 'not available', 'not available', 'not available', 'not available']	annotated	not interesting
15544	14583x		6.58	569.3096	['not available']	[14583]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16176	15215x		6.58	631.3283	['not available']	[15215]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
15562	14601x		6.58	570.3214	['not available']	[14601]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
16537	15576x		6.58	712.5362	['not available']	[15576]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
13717	12756x		6.58	485.3983	['not available']	[12756]	not available	['4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[17.3.2.0<1,18>.0<4,17>.0<5,14>.0< 8,13>]tetracos-10-yl acetate']	['M+H']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	annotated	not interesting
15679	14718x		6.59	579.3878	['not available']	[14718]	not available	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	['not available']	non anotated	not interesting
